customerID;gender;Partner;PhoneService;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;PaperlessBilling
4476-OSWTN;Male;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;Yes
3751-KTZEL;Female;No;No;DSL;No;No;No;No;No;Yes;No
1977-STDKI;Female;No;Yes;Fiber optic;No;Yes;No;No;No;No;Yes
5066-GFJMM;Female;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Yes
2661-GKBTK;Male;Yes;Yes;DSL;No;Yes;No;Yes;Yes;Yes;No
0458-HEUZG;Female;No;No;DSL;No;No;Yes;Yes;No;No;No
7268-WNTCP;Male;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No
0824-VWDPO;Female;No;Yes;Fiber optic;Yes;Yes;No;No;No;Yes;No
8409-WQJUX;Female;No;No;DSL;No;No;Yes;Yes;Yes;Yes;No
2578-JQPHZ;Male;No;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;No
3278-FSIXX;Female;No;Yes;DSL;No;No;No;No;No;No;Yes
5813-UECBU;Male;No;Yes;Fiber optic;No;Yes;Yes;No;No;No;Yes
0328-GRPMV;Female;No;Yes;Fiber optic;No;No;No;No;No;No;Yes
9746-UGFAC;Female;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No
2946-KIQSP;Female;No;No;DSL;No;No;Yes;Yes;No;No;Yes
0625-AFOHS;Female;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No
6726-WEXXK;Male;Yes;Yes;Fiber optic;Yes;No;Yes;No;No;No;Yes
4636-OLWOE;Male;No;Yes;DSL;No;Yes;Yes;Yes;No;No;Yes
4342-HENTK;Female;No;Yes;Fiber optic;No;No;No;No;No;No;Yes
4685-ERGHK;Male;No;Yes;Fiber optic;No;No;No;No;Yes;No;Yes
0885-HMGPY;Male;No;Yes;DSL;Yes;Yes;Yes;Yes;No;No;No
5003-OKNNK;Female;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No
4195-SMMNX;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No
7208-PSIHR;Female;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Yes
4012-ZTHBR;Female;Yes;Yes;DSL;No;No;No;No;No;No;Yes
0489-WMEMG;Female;No;Yes;DSL;No;No;No;Yes;No;No;Yes
7435-ZNUYY;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No
1354-YZFNB;Male;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No
6956-SMUCM;Female;No;Yes;Fiber optic;Yes;No;Yes;No;Yes;Yes;Yes
2985-FMWYF;Female;No;Yes;Fiber optic;No;No;No;No;Yes;Yes;Yes
2812-ENYMO;Male;No;No;DSL;Yes;No;No;Yes;Yes;Yes;No
2717-HVIZY;Female;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No
3223-WZWJM;Male;No;Yes;Fiber optic;No;No;No;No;No;Yes;Yes
3422-GALYP;Male;No;Yes;Fiber optic;No;Yes;No;No;No;No;Yes
9053-JZFKV;Male;No;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;No
2530-ENDWQ;Female;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Yes
2890-WFBHU;Female;No;Yes;DSL;Yes;Yes;Yes;Yes;No;Yes;No
0327-WFZSY;Male;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;No
7977-HXJKU;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No
6615-ZGEDR;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No
7033-CLAMM;Female;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No
4023-RTIQM;Female;Yes;No;DSL;Yes;Yes;Yes;No;No;Yes;Yes
0864-FVJNJ;Female;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;No
7356-IWLFW;Male;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Yes
9541-PWTWO;Female;No;Yes;DSL;No;No;Yes;Yes;Yes;Yes;Yes
3967-VQOGC;Female;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Yes
7872-RDDLZ;Female;No;Yes;DSL;No;Yes;No;No;No;No;No
9250-WYPLL;Female;No;Yes;Fiber optic;No;No;No;No;No;No;No
6308-CQRBU;Female;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;No
2754-XBHTB;Female;No;Yes;Fiber optic;No;No;No;No;Yes;No;Yes
1597-LHYNC;Female;No;Yes;Fiber optic;Yes;Yes;No;No;No;Yes;Yes
0186-CAERR;Male;No;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Yes
3043-SUDUA;Female;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No
5442-BHQNG;Female;No;Yes;Fiber optic;No;No;No;No;No;No;No
2169-RRLFW;Female;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No
5872-OEQNH;Female;No;No;DSL;Yes;No;Yes;No;No;Yes;Yes
3162-KKZXO;Female;No;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Yes
7055-VKGDA;Male;No;Yes;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;Yes
0754-UKWQP;Male;No;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Yes
8873-GLDMH;Female;No;Yes;Fiber optic;No;No;No;No;No;No;Yes
5696-JVVQY;Female;Yes;Yes;DSL;Yes;Yes;Yes;No;No;Yes;Yes
8946-BFWSG;Male;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No
7493-TPUWZ;Male;No;Yes;Fiber optic;No;Yes;No;No;No;No;Yes
0547-HURJB;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No
8904-OPDCK;Male;Yes;No;DSL;No;No;No;No;No;No;Yes
8845-LWKGE;Female;Yes;Yes;DSL;No;No;Yes;Yes;Yes;No;Yes
1577-HKTFG;Female;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No
8752-STIVR;Female;No;Yes;Fiber optic;No;No;No;No;Yes;No;Yes
0691-NIKRI;Female;No;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Yes
5022-JNQEQ;Female;Yes;Yes;Fiber optic;No;No;No;Yes;No;No;Yes
4558-FANTW;Female;Yes;Yes;Fiber optic;Yes;No;No;Yes;Yes;No;No
3249-VHRIP;Female;No;No;DSL;No;Yes;Yes;No;No;Yes;Yes
3736-BLEPA;Male;No;Yes;Fiber optic;No;Yes;No;Yes;Yes;No;Yes
4701-LKOZD;Female;No;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;No
6603-QWSPR;Female;No;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Yes
9921-QFQUL;Female;Yes;Yes;Fiber optic;No;No;Yes;No;No;Yes;No
1929-ZCBHE;Male;Yes;No;DSL;Yes;No;Yes;Yes;No;No;No
4378-MYPGO;Male;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;Yes
8651-ENBZX;Female;No;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Yes
4129-LYCOI;Female;No;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;Yes
7798-JVXYM;Female;No;Yes;DSL;No;No;No;Yes;Yes;Yes;Yes
8647-SDTWQ;Male;Yes;Yes;Fiber optic;No;No;No;No;No;No;Yes
2696-ECXKC;Female;Yes;Yes;Fiber optic;Yes;No;No;No;Yes;Yes;No
2081-KJSQF;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Yes
7623-TRNQN;Male;No;Yes;DSL;No;No;No;Yes;No;No;Yes
3323-CPBWR;Male;No;Yes;Fiber optic;No;No;Yes;Yes;Yes;No;Yes
9330-IJWIO;Female;No;Yes;Fiber optic;Yes;No;No;No;Yes;Yes;Yes
3384-CTMSF;Male;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Yes
0902-RFHOF;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No
9286-DOJGF;Female;Yes;Yes;Fiber optic;No;No;No;No;No;No;Yes
6048-QBXKL;Female;No;Yes;DSL;No;Yes;No;No;No;No;Yes
9661-MHUMO;Male;Yes;Yes;DSL;No;No;No;Yes;No;No;Yes
7718-RXDGG;Male;Yes;Yes;Fiber optic;No;No;No;No;No;No;Yes
1025-FALIX;Female;No;Yes;Fiber optic;No;No;No;No;No;No;Yes
3451-VAWLI;Female;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No
3407-QGWLG;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Yes
1842-EZJMK;Male;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;No
2347-WKKAE;Male;Yes;Yes;Fiber optic;Yes;No;Yes;No;No;Yes;Yes
8735-DCXNF;Male;Yes;Yes;DSL;Yes;No;No;Yes;No;No;Yes
3214-IYUUQ;Female;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;No;Yes;No
1936-UAFEH;Female;No;Yes;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;No
3587-PMCOY;Male;No;Yes;Fiber optic;Yes;No;Yes;No;Yes;Yes;Yes
8079-XRJRS;Male;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;No;No;No
1027-LKKQQ;Female;Yes;Yes;DSL;Yes;No;Yes;Yes;Yes;Yes;Yes
7148-XZPHA;Male;Yes;Yes;Fiber optic;No;Yes;No;Yes;No;No;No
8073-IJDCM;Female;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Yes
5309-TAIKL;Female;No;Yes;DSL;No;No;Yes;Yes;No;Yes;No
6856-RAURS;Female;No;Yes;Fiber optic;No;No;No;No;No;No;Yes
8778-LMWTJ;Female;No;Yes;Fiber optic;Yes;No;No;No;No;No;Yes
9717-IOAAF;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Yes
8884-ADFVN;Male;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Yes
2845-KDHVX;Female;Yes;Yes;DSL;No;Yes;Yes;Yes;No;Yes;Yes
0848-SOMKO;Male;No;No;DSL;Yes;No;Yes;Yes;No;Yes;No
2720-WGKHP;Male;No;Yes;Fiber optic;No;No;No;No;Yes;Yes;Yes
6734-FQAJX;Male;No;Yes;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;Yes
2869-ADAWR;Female;No;Yes;Fiber optic;No;Yes;No;No;Yes;No;Yes
1535-VTJOQ;Female;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No
6368-TZZDT;Male;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No
0943-ZQPXH;Male;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Yes
1293-BSEUN;Female;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Yes
9894-EZEWG;Female;No;Yes;Fiber optic;No;Yes;No;No;No;No;Yes
1302-TPUBN;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No
7851-FLGGQ;Male;No;No;DSL;No;Yes;No;Yes;No;Yes;Yes
0637-UBJRP;Male;Yes;Yes;Fiber optic;Yes;No;No;No;No;Yes;No
0940-OUQEC;Male;No;Yes;Fiber optic;No;Yes;No;No;No;No;Yes
2378-VTKDH;Male;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Yes
0927-CNGRH;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No
8608-OZTLB;Male;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;No;No
2335-GSODA;Male;No;No;DSL;Yes;No;Yes;Yes;No;No;No
1952-DVVSW;Female;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No
0702-PGIBZ;Male;No;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Yes
6656-GULJQ;Male;Yes;Yes;DSL;Yes;No;Yes;Yes;Yes;Yes;Yes
9853-JFZDU;Female;Yes;Yes;DSL;No;Yes;No;Yes;No;No;No
1963-VAUKV;Female;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No
3777-XROBG;Female;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No
6994-FGRHH;Male;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Yes
4000-VGMQP;Male;Yes;Yes;DSL;No;Yes;Yes;No;Yes;Yes;No
3999-WRNGR;Female;Yes;No;DSL;No;Yes;No;No;Yes;Yes;Yes
3466-RITXD;Male;No;Yes;Fiber optic;Yes;Yes;No;No;Yes;No;Yes
2680-XKKNJ;Female;No;Yes;DSL;Yes;Yes;No;Yes;No;No;No
3058-HJCUY;Male;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Yes
2974-GGUXS;Female;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;No;Yes
7994-XIRTR;Male;No;Yes;DSL;No;No;Yes;Yes;No;Yes;No
3259-FDWOY;Male;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Yes
2101-RANCD;Female;No;Yes;Fiber optic;No;No;No;No;No;No;Yes
7921-BEPCI;Female;No;Yes;DSL;Yes;Yes;No;No;No;No;No
0807-ZABDG;Female;No;Yes;DSL;Yes;No;No;Yes;No;No;Yes
8510-TMWYB;Female;Yes;Yes;DSL;No;Yes;Yes;No;No;No;Yes
3258-ZKPAI;Male;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Yes
1428-IEDPR;Male;No;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;Yes
5298-GSTLM;Female;No;Yes;Fiber optic;Yes;No;No;No;Yes;Yes;Yes
4450-YOOHP;Female;No;No;DSL;No;No;Yes;No;Yes;Yes;Yes
6728-CZFEI;Female;No;Yes;DSL;No;No;No;No;Yes;No;No
5748-RNCJT;Male;No;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Yes
3653-NCRDJ;Male;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Yes
6121-TNHBO;Female;No;Yes;DSL;Yes;Yes;Yes;Yes;Yes;No;No
5119-NZPTV;Male;Yes;Yes;Fiber optic;No;No;No;No;No;No;No
6519-ZHPXP;Female;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Yes
7739-LAXOG;Female;Yes;Yes;Fiber optic;No;No;Yes;No;No;Yes;Yes
3472-QPRCH;Male;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No
8224-UAXBZ;Female;Yes;No;DSL;Yes;Yes;No;No;Yes;No;Yes
9610-WCESF;Male;No;No;DSL;Yes;No;No;Yes;Yes;No;No
9776-CLUJA;Female;Yes;Yes;Fiber optic;Yes;No;No;No;No;No;Yes
2486-WYVVE;Male;Yes;Yes;DSL;No;No;Yes;Yes;Yes;Yes;Yes
3865-ZYKAD;Male;Yes;Yes;Fiber optic;Yes;Yes;No;No;No;No;Yes
1422-DGUBX;Male;Yes;Yes;Fiber optic;No;No;No;Yes;No;No;Yes
2999-AANRQ;Female;No;Yes;DSL;Yes;Yes;No;Yes;Yes;No;No
8668-KNZTI;Male;No;Yes;DSL;Yes;No;Yes;No;No;No;No
0480-KYJVA;Female;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No
6034-ZRYCV;Female;Yes;No;DSL;No;Yes;Yes;No;Yes;Yes;Yes
9746-YKGXB;Male;Yes;No;DSL;Yes;No;Yes;No;No;Yes;No
3926-YZVVX;Female;No;Yes;DSL;No;No;No;Yes;No;No;No
6000-UKLWI;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No
2079-FBMZK;Female;No;Yes;Fiber optic;No;No;No;No;No;No;Yes
6332-FBZRI;Male;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;No;Yes
2096-XOTMO;Female;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No
3266-FTKHB;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No
8221-EQDGL;Male;Yes;Yes;DSL;Yes;Yes;Yes;No;No;No;No
2346-LOCWC;Female;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No
6608-QQLVK;Male;No;Yes;DSL;No;No;Yes;No;No;No;Yes
0298-XACET;Male;Yes;No;DSL;No;Yes;Yes;Yes;Yes;No;No
7560-QJAVJ;Female;No;Yes;DSL;Yes;No;Yes;Yes;Yes;Yes;No
2995-YWTCD;Female;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Yes
3551-HUAZH;Male;No;Yes;Fiber optic;No;No;No;No;No;No;Yes
9137-UIYPG;Female;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;Yes
2809-ZMYOQ;Female;No;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Yes
5084-OOVCJ;Female;Yes;Yes;DSL;Yes;No;No;Yes;No;No;Yes
0254-WWRKD;Female;Yes;Yes;DSL;No;Yes;No;No;No;No;No
7727-SHVZV;Female;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No
6302-JGYRJ;Male;No;Yes;DSL;No;Yes;No;Yes;Yes;Yes;Yes
5339-PXDVH;Male;No;Yes;Fiber optic;Yes;No;No;No;Yes;No;No
2205-LPVGL;Male;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;No;No;Yes
8782-NUUOL;Male;No;Yes;DSL;Yes;No;Yes;Yes;Yes;Yes;No
3685-YLCMQ;Male;No;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Yes
7601-WFVZV;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No
4609-KNNWG;Female;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No
4868-AADLV;Male;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Yes
9529-OFXHY;Male;No;Yes;Fiber optic;Yes;No;No;No;Yes;No;Yes
8634-MPHTR;Male;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Yes
2669-QVCRG;Female;No;Yes;Fiber optic;Yes;No;No;No;No;No;Yes
2478-EEWWM;Male;Yes;No;DSL;No;No;No;No;Yes;Yes;Yes
9174-IHETN;Female;No;Yes;Fiber optic;No;No;No;No;No;No;No
2233-TXSIU;Male;Yes;No;DSL;Yes;No;Yes;No;Yes;No;No
9644-UMGQA;Male;Yes;Yes;DSL;Yes;No;No;No;No;No;Yes
3256-EZDBI;Male;Yes;No;DSL;No;Yes;No;No;No;No;Yes
8761-NSOBC;Male;No;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;No
0419-YAAPX;Male;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;No;Yes
8413-VONUO;Male;No;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;No
0872-CASZJ;Male;Yes;Yes;DSL;Yes;No;No;Yes;No;Yes;Yes
4726-DLWQN;Male;No;Yes;DSL;Yes;Yes;No;No;Yes;No;Yes
8164-OCKUJ;Female;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No
3094-JOJAI;Male;No;Yes;Fiber optic;No;No;No;No;No;No;No
9494-MRNYX;Male;No;Yes;Fiber optic;No;No;No;No;No;No;No
2599-CZABP;Male;Yes;Yes;DSL;No;No;No;No;No;No;No
7945-PRBVF;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No
4544-RXFMG;Male;Yes;Yes;DSL;No;No;No;No;No;No;Yes
0859-YGKFW;Male;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No
1150-FTQGN;Female;Yes;Yes;Fiber optic;Yes;Yes;No;No;Yes;No;No
9223-UCPVT;Female;No;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;No
7196-LIWRH;Female;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No
5448-VWNAM;Female;No;Yes;DSL;Yes;Yes;No;Yes;Yes;No;Yes
1177-XZBJL;Male;Yes;Yes;DSL;Yes;Yes;No;Yes;No;No;No
3518-FSTWG;Male;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;Yes
9330-VOFSZ;Female;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Yes
4351-QLCSU;Female;No;Yes;DSL;No;No;No;No;Yes;No;Yes
0939-EREMR;Female;No;Yes;DSL;No;No;Yes;Yes;No;No;No
9389-ACWBI;Female;Yes;Yes;Fiber optic;No;No;No;No;No;No;No
5419-JPRRN;Male;No;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Yes
3644-QXEHN;Male;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;No
2911-IJORQ;Male;No;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Yes
5921-NGYRH;Male;Yes;Yes;Fiber optic;Yes;No;No;No;No;No;Yes
2100-BDNSN;Female;Yes;Yes;DSL;No;No;Yes;Yes;Yes;No;No
5998-DZLYR;Female;Yes;Yes;Fiber optic;No;Yes;No;Yes;No;Yes;Yes
0488-GSLFR;Female;No;Yes;Fiber optic;No;No;No;No;No;No;Yes
9318-NKNFC;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Yes
3985-HOYPM;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No
9728-FTTVZ;Female;No;Yes;Fiber optic;No;No;No;No;No;No;Yes
9548-LERKT;Male;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No
6576-FBXOJ;Male;Yes;No;DSL;No;No;Yes;Yes;Yes;Yes;No
4310-KEDTB;Female;No;No;DSL;No;No;Yes;No;No;No;Yes
7254-IQWOZ;Male;No;Yes;Fiber optic;No;No;No;No;No;No;Yes
2474-BRUCM;Male;Yes;Yes;Fiber optic;Yes;No;No;No;Yes;Yes;No
4062-HBMOS;Male;No;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Yes
0742-NXBGR;Female;No;Yes;Fiber optic;No;Yes;Yes;No;No;No;Yes
2676-ISHSF;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No
9236-NDUCW;Female;No;No;DSL;Yes;No;No;Yes;No;No;No
4753-PADAS;Female;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Yes
6103-QCKFX;Female;Yes;Yes;DSL;Yes;No;No;Yes;No;No;No
7781-EWARA;Male;Yes;No;DSL;No;Yes;Yes;Yes;Yes;Yes;No
6110-OHIHY;Male;No;Yes;Fiber optic;No;No;No;No;Yes;No;No
7018-FPXHH;Male;Yes;Yes;DSL;Yes;Yes;Yes;No;No;No;Yes
5889-LFOLL;Female;No;Yes;Fiber optic;No;No;No;No;No;Yes;Yes
5708-EVONK;Female;Yes;Yes;Fiber optic;Yes;Yes;No;No;No;Yes;Yes
8708-XPXHZ;Female;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Yes
0616-ATFGB;Male;Yes;No;DSL;No;No;No;No;No;No;No
0572-ZJKLT;Female;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;No;Yes;No
5135-RDDQL;Female;Yes;Yes;DSL;Yes;No;No;No;No;No;Yes
1353-LJWEM;Male;No;Yes;DSL;No;Yes;Yes;Yes;No;No;Yes
1794-SWWKL;Male;Yes;Yes;DSL;No;No;Yes;Yes;No;No;Yes
6166-YIPFO;Male;Yes;No;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Yes
7016-BPGEU;Female;No;No;DSL;No;No;No;No;No;No;Yes
6876-ADESB;Male;No;Yes;DSL;No;No;Yes;No;No;No;No
9332-GYWLO;Female;Yes;Yes;DSL;No;No;No;No;Yes;No;No
